studyName,Sample Number,Species,Region,Island,Stage,Individual ID,Clutch Completion,Date Egg,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Delta 15 N (o/oo),Delta 13 C (o/oo),Comments
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053710_93300,Yes,11/11/07,32.6,20.4,231.0,4401.0,.,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053710_68955,Yes,11/11/07,43.5,13.1,219.0,4183.0,.,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053710_25242,Yes,11/11/07,38.4,16.2,223.0,4652.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053710_41903,Yes,11/11/07,39.0,19.3,183.0,6030.0,.,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053710_23465,Yes,11/11/07,51.8,14.1,229.0,4292.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053710_28986,Yes,11/11/07,37.9,20.6,209.0,3430.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053710_30091,Yes,11/11/07,54.7,17.2,182.0,3590.0,.,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053710_46775,Yes,11/11/07,53.9,16.5,179.0,5650.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053710_41739,Yes,11/11/07,50.6,17.9,224.0,3228.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053710_3868,Yes,11/11/07,45.0,17.9,209.0,3176.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053710_9578,Yes,11/11/07,40.0,17.7,201.0,3157.0,.,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053710_68198,Yes,11/11/07,41.2,17.2,182.0,4177.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053710_46364,Yes,11/11/07,39.4,18.1,210.0,5048.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053710_76803,Yes,11/11/07,40.1,18.1,204.0,3701.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053710_62582,Yes,11/11/07,37.7,14.8,229.0,3183.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053710_30365,Yes,11/11/07,52.1,17.8,188.0,3374.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053710_95088,Yes,11/11/07,56.1,20.8,184.0,3115.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053710_80962,Yes,11/11/07,36.7,17.4,224.0,2971.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053710_77854,Yes,11/11/07,43.7,19.8,192.0,5848.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053710_33202,Yes,11/11/07,54.1,15.8,198.0,5985.0,.,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053710_2761,Yes,11/11/07,47.0,20.4,177.0,3884.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053710_78509,Yes,11/11/07,43.6,20.2,199.0,4673.0,.,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053710_22493,Yes,11/11/07,52.1,17.2,191.0,4425.0,.,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053710_58751,Yes,11/11/07,42.6,19.3,215.0,3302.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053710_27862,Yes,11/11/07,40.6,20.7,219.0,3143.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053710_41938,Yes,11/11/07,48.0,21.3,180.0,5618.0,.,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053710_31127,Yes,11/11/07,52.4,21.2,176.0,4841.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053710_12909,Yes,11/11/07,37.6,17.1,221.0,2885.0,.,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053710_91163,Yes,11/11/07,35.9,18.1,192.0,3695.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053710_41568,Yes,11/11/07,32.2,17.7,187.0,3020.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053710_74384,Yes,11/11/07,42.3,20.0,193.0,4693.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053711_56998,Yes,11/11/07,33.1,17.8,195.0,5171.0,.,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053711_65640,Yes,11/11/07,38.5,19.9,177.0,2849.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_49895,Yes,11/11/07,54.4,19.3,221.0,5889.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053711_41179,Yes,11/11/07,54.7,13.5,177.0,3247.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053711_18600,Yes,11/11/07,52.7,19.3,177.0,3719.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053711_38099,Yes,11/11/07,33.4,15.2,189.0,3278.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053711_98779,Yes,11/11/07,39.5,20.5,202.0,5089.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_69200,Yes,11/11/07,37.2,14.9,221.0,2756.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053711_25368,Yes,11/11/07,49.8,17.3,202.0,6048.0,.,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_41074,Yes,11/11/07,42.5,15.3,207.0,3065.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053711_92129,Yes,11/11/07,57.5,17.9,176.0,4430.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_94333,Yes,11/11/07,46.3,20.6,207.0,4531.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053711_34461,Yes,11/11/07,58.2,20.8,176.0,3666.0,.,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053711_91992,Yes,11/11/07,41.5,16.4,231.0,3992.0,.,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_40205,Yes,11/11/07,56.0,18.9,205.0,3858.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_79619,Yes,11/11/07,57.9,20.2,189.0,5575.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_44325,Yes,11/11/07,37.0,16.2,229.0,3603.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_39887,Yes,11/11/07,45.5,19.5,188.0,5719.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053711_24106,Yes,11/11/07,57.6,15.2,221.0,6008.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053711_14571,Yes,11/11/07,46.8,20.6,180.0,5814.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053711_12132,Yes,11/11/07,46.6,17.2,189.0,5563.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053711_9273,Yes,11/11/07,39.3,14.9,203.0,5649.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_13449,Yes,11/11/07,45.8,19.7,188.0,2943.0,.,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_42842,Yes,11/11/07,49.1,19.8,218.0,5115.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053711_11373,Yes,11/11/07,44.1,13.9,178.0,3590.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053711_50240,Yes,11/11/07,43.1,20.4,205.0,6205.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_11371,Yes,11/11/07,44.6,16.5,201.0,6180.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_17023,Yes,11/11/07,38.6,15.7,208.0,5707.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_27875,Yes,11/11/07,41.0,19.5,209.0,3714.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053711_27116,Yes,11/11/07,59.6,15.4,215.0,2998.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053711_33798,Yes,11/11/07,45.4,20.0,196.0,5082.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_51390,Yes,11/11/07,46.8,18.7,174.0,4357.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053711_92832,Yes,11/11/07,34.5,17.3,227.0,3538.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053711_29563,Yes,11/11/07,41.9,18.2,227.0,3429.0,.,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_95378,Yes,11/11/07,35.8,13.3,215.0,5724.0,.,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_27675,Yes,11/11/07,50.4,19.0,223.0,3675.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_90343,Yes,11/11/07,45.6,19.0,187.0,4410.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_57797,Yes,11/11/07,34.4,20.1,218.0,3130.0,.,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_17007,Yes,11/11/07,35.2,14.1,211.0,6197.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053711_82712,Yes,11/11/07,53.9,17.3,217.0,2814.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053711_24626,Yes,11/11/07,49.8,15.0,213.0,4187.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_15076,Yes,11/11/07,42.0,13.9,208.0,3481.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053711_7288,Yes,11/11/07,37.9,15.0,194.0,5668.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_63180,Yes,11/11/07,56.5,16.2,210.0,5441.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_59509,Yes,11/11/07,58.2,14.2,211.0,3595.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_71082,Yes,11/11/07,52.8,15.4,195.0,3785.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_52691,Yes,11/11/07,46.4,13.2,224.0,4978.0,.,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_31854,Yes,11/11/07,55.0,16.6,199.0,5366.0,.,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_20241,Yes,11/11/07,55.1,16.1,222.0,2886.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_97208,Yes,11/11/07,53.7,18.5,176.0,3902.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_21545,Yes,11/11/07,39.6,19.4,178.0,4093.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053711_49644,Yes,11/11/07,43.0,20.4,228.0,4102.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053711_71699,Yes,11/11/07,39.8,16.0,214.0,5046.0,.,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053711_46399,Yes,11/11/07,56.3,18.1,209.0,3552.0,.,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053711_62649,Yes,11/11/07,38.0,14.2,207.0,6199.0,.,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053712_3577,Yes,11/11/07,38.3,19.5,218.0,5818.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053712_59136,Yes,11/11/07,59.2,18.4,227.0,3056.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053712_51508,Yes,11/11/07,54.5,15.5,173.0,6001.0,.,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053712_78669,Yes,11/11/07,58.0,15.6,177.0,5095.0,.,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053712_16635,Yes,11/11/07,49.0,15.9,190.0,4801.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053712_18645,Yes,11/11/07,33.8,13.8,208.0,6288.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053712_45215,Yes,11/11/07,52.4,18.5,211.0,4417.0,.,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053712_4004,Yes,11/11/07,50.5,14.2,209.0,5043.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053712_59626,Yes,11/11/07,36.9,18.7,203.0,4302.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053712_81067,Yes,11/11/07,44.3,18.2,212.0,3516.0,.,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053712_14228,Yes,11/11/07,43.6,19.4,187.0,3980.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053712_66505,Yes,11/11/07,34.0,20.7,221.0,5426.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053712_24702,Yes,11/11/07,43.6,20.7,230.0,3828.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053712_69119,Yes,11/11/07,52.8,19.2,212.0,3811.0,.,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053712_57088,Yes,11/11/07,43.3,20.3,201.0,4298.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053712_79011,Yes,11/11/07,32.9,20.5,191.0,2901.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053712_14455,Yes,11/11/07,49.7,16.0,187.0,6144.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053712_94263,Yes,11/11/07,32.7,17.3,220.0,3442.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053712_16822,Yes,11/11/07,47.4,16.2,216.0,2919.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053712_48026,Yes,11/11/07,46.3,19.4,185.0,5924.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053712_44206,Yes,11/11/07,35.8,14.4,214.0,4440.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053712_10652,Yes,11/11/07,46.1,19.6,201.0,3703.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053712_72984,Yes,11/11/07,50.9,19.2,195.0,2972.0,.,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053712_9594,Yes,11/11/07,55.7,21.2,199.0,4800.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053712_42213,Yes,11/11/07,56.5,18.0,188.0,5269.0,.,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053712_20315,Yes,11/11/07,45.3,19.6,176.0,5087.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053712_67703,Yes,11/11/07,38.2,19.7,190.0,2904.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053712_60781,Yes,11/11/07,40.7,16.1,174.0,3528.0,.,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053712_98669,Yes,11/11/07,52.3,17.2,230.0,6080.0,.,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053712_56708,Yes,11/11/07,44.9,14.7,191.0,3215.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053712_75796,Yes,11/11/07,36.1,19.1,183.0,3237.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053712_88099,Yes,11/11/07,35.1,18.9,186.0,3165.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053712_24176,Yes,11/11/07,43.7,13.6,211.0,4717.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053712_92225,Yes,11/11/07,48.4,15.2,204.0,5525.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053712_5883,Yes,11/11/07,46.3,13.6,184.0,5070.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053712_51995,Yes,11/11/07,34.0,17.2,197.0,6183.0,FEMALE,,,Not enough blood for isotopes.
